user_id,cluster,segment,total_orders,avg_order_size,reorder_rate,avg_days_between_orders,unique_departments,product_diversity,avg_cart_position
195971,0,Occasional Buyers,5,2.4,0.4167,17.25,4,0.5833,2.08
20614,1,Loyal Regulars,41,9.0,0.5691,5.65,15,0.4309,6.54
58206,0,Occasional Buyers,6,2.67,0.3125,13.2,5,0.6875,2.0
86578,1,Loyal Regulars,4,20.75,0.3976,17.67,11,0.6024,11.13
200840,1,Loyal Regulars,30,2.93,0.5568,10.97,11,0.4432,2.66
54152,0,Occasional Buyers,5,2.2,0.3636,14.75,4,0.6364,2.09
11011,0,Occasional Buyers,3,12.67,0.2895,30.0,10,0.7105,6.89
148143,0,Occasional Buyers,5,7.4,0.4595,21.75,6,0.5405,4.24
44096,1,Loyal Regulars,12,13.75,0.297,4.18,16,0.703,9.19
50319,0,Occasional Buyers,3,13.67,0.1463,18.5,10,0.8537,8.41
110961,1,Loyal Regulars,18,11.67,0.6048,10.29,15,0.3952,6.77
64467,0,Occasional Buyers,5,6.4,0.2812,19.0,6,0.7188,7.91
147899,1,Loyal Regulars,7,16.29,0.3772,6.83,13,0.6228,9.07
111080,1,Loyal Regulars,18,4.0,0.7083,6.35,10,0.2917,2.83
120132,0,Occasional Buyers,11,9.09,0.18,18.5,12,0.82,6.18
57722,1,Loyal Regulars,18,10.06,0.6243,12.41,12,0.3757,6.02
125219,0,Occasional Buyers,6,6.67,0.125,27.8,8,0.875,6.92
169611,0,Occasional Buyers,6,4.5,0.2593,19.2,9,0.7407,2.93
102649,0,Occasional Buyers,10,6.0,0.3,13.22,10,0.7,4.72
170650,0,Occasional Buyers,14,10.21,0.3706,14.69,13,0.6294,5.99
67721,0,Occasional Buyers,4,2.0,0.375,14.33,2,0.625,1.88
157230,1,Loyal Regulars,8,6.38,0.6275,5.0,7,0.3725,3.92
5120,0,Occasional Buyers,4,3.5,0.5714,4.33,1,0.4286,2.29
165495,1,Loyal Regulars,9,11.33,0.4412,13.12,13,0.5588,6.68
10818,1,Loyal Regulars,25,2.64,0.8636,6.54,6,0.1364,2.11
169061,0,Occasional Buyers,4,17.25,0.1884,16.67,14,0.8116,9.57
115407,0,Occasional Buyers,10,3.0,0.3,17.67,11,0.7,2.37
49638,0,Occasional Buyers,7,6.43,0.2,15.33,11,0.8,4.13
133562,1,Loyal Regulars,27,17.22,0.5849,11.5,16,0.4151,10.96
30337,1,Loyal Regulars,42,6.98,0.744,8.66,16,0.256,6.14
200182,0,Occasional Buyers,3,15.0,0.0889,28.0,16,0.9111,9.27
77059,0,Occasional Buyers,4,16.75,0.2239,17.33,12,0.7761,10.96
53527,0,Occasional Buyers,5,5.6,0.4286,15.5,6,0.5714,3.46
132755,1,Loyal Regulars,47,13.47,0.5829,7.76,15,0.4171,10.1
160381,1,Loyal Regulars,27,13.33,0.8222,10.42,12,0.1778,7.82
98631,0,Occasional Buyers,11,2.64,0.6552,10.1,7,0.3448,1.97
58259,0,Occasional Buyers,6,4.5,0.0741,22.6,9,0.9259,3.0
116988,1,Loyal Regulars,14,9.21,0.4806,11.23,15,0.5194,6.43
44724,0,Occasional Buyers,5,22.0,0.1909,18.0,12,0.8091,16.13
33484,1,Loyal Regulars,4,14.25,0.3509,7.67,14,0.6491,7.68
196,0,Occasional Buyers,3,1.0,0.3333,28.0,2,0.6667,1.0
141063,0,Occasional Buyers,10,11.8,0.1017,11.78,15,0.8983,7.63
19521,0,Occasional Buyers,3,15.67,0.1489,21.0,9,0.8511,9.21
163913,0,Occasional Buyers,9,7.44,0.0597,19.0,13,0.9403,4.72
5880,0,Occasional Buyers,5,3.2,0.5,12.25,1,0.5,2.19
196801,0,Occasional Buyers,5,10.8,0.2407,14.5,12,0.7593,6.48
183008,0,Occasional Buyers,4,5.75,0.3478,23.0,2,0.6522,3.7
122229,1,Loyal Regulars,13,22.23,0.4014,22.83,15,0.5986,13.65
128040,1,Loyal Regulars,25,17.28,0.6042,12.33,13,0.3958,10.95
194630,0,Occasional Buyers,4,3.75,0.5333,29.67,4,0.4667,2.47
116114,0,Occasional Buyers,5,6.4,0.2188,12.25,9,0.7812,4.09
2137,0,Occasional Buyers,3,4.33,0.2308,9.0,7,0.7692,2.77
61484,0,Occasional Buyers,5,3.8,0.2632,7.0,7,0.7368,2.89
18794,0,Occasional Buyers,3,9.33,0.0714,30.0,7,0.9286,10.18
135352,0,Occasional Buyers,3,6.33,0.1053,24.5,9,0.8947,4.21
96762,0,Occasional Buyers,7,10.43,0.3288,17.5,11,0.6712,8.3
51304,0,Occasional Buyers,6,8.83,0.0189,16.0,10,0.9811,11.13
32068,0,Occasional Buyers,5,7.6,0.1316,19.5,10,0.8684,5.84
78125,1,Loyal Regulars,69,11.38,0.7172,5.28,17,0.2828,7.3
51500,0,Occasional Buyers,8,1.38,0.1818,19.71,4,0.8182,1.55
130147,0,Occasional Buyers,16,6.44,0.5049,18.6,9,0.4951,4.23
101341,0,Occasional Buyers,10,9.7,0.4021,22.89,14,0.5979,5.98
195342,0,Occasional Buyers,5,7.6,0.3421,26.25,8,0.6579,4.68
32047,1,Loyal Regulars,16,10.56,0.5385,18.73,12,0.4615,6.91
196445,1,Loyal Regulars,33,9.03,0.6913,9.59,14,0.3087,5.39
98934,1,Loyal Regulars,20,6.95,0.4748,7.47,14,0.5252,4.78
200454,0,Occasional Buyers,6,14.67,0.3636,18.8,12,0.6364,8.51
149965,1,Loyal Regulars,24,5.42,0.5615,13.52,12,0.4385,3.68
114612,1,Loyal Regulars,59,7.32,0.669,6.29,12,0.331,7.68
19037,0,Occasional Buyers,3,8.0,0.1667,23.5,7,0.8333,4.54
41060,0,Occasional Buyers,11,10.82,0.479,20.6,14,0.521,6.76
22646,1,Loyal Regulars,28,29.93,0.8246,7.33,13,0.1754,17.1
118219,0,Occasional Buyers,16,2.12,0.6471,15.67,4,0.3529,2.0
184178,0,Occasional Buyers,8,2.88,0.3478,15.0,6,0.6522,2.57
31556,0,Occasional Buyers,11,2.64,0.6897,14.8,5,0.3103,2.24
177920,0,Occasional Buyers,4,2.5,0.2,4.33,4,0.8,2.0
103157,0,Occasional Buyers,4,8.5,0.0882,21.0,12,0.9118,5.76
83856,1,Loyal Regulars,26,10.73,0.5448,4.32,14,0.4552,8.26
122938,1,Loyal Regulars,19,6.84,0.5,10.39,13,0.5,4.46
186465,1,Loyal Regulars,30,5.13,0.474,9.93,11,0.526,3.61
101876,0,Occasional Buyers,5,12.6,0.0794,18.75,15,0.9206,7.83
12602,1,Loyal Regulars,40,8.45,0.932,9.15,8,0.068,4.93
154478,1,Loyal Regulars,41,9.93,0.4791,8.02,16,0.5209,6.44
197305,0,Occasional Buyers,4,15.75,0.2857,20.33,12,0.7143,9.24
165687,1,Loyal Regulars,30,20.33,0.7459,9.62,16,0.2541,11.7
189514,0,Occasional Buyers,4,13.5,0.2037,24.0,12,0.7963,7.59
193479,0,Occasional Buyers,12,5.58,0.2687,14.82,13,0.7313,5.0
178281,1,Loyal Regulars,54,8.59,0.6487,6.72,16,0.3513,5.56
145010,0,Occasional Buyers,4,5.5,0.5455,13.67,3,0.4545,3.55
70329,0,Occasional Buyers,4,9.5,0.0526,23.0,8,0.9474,5.92
193880,0,Occasional Buyers,4,11.5,0.1522,29.0,14,0.8478,7.33
5299,1,Loyal Regulars,32,3.31,0.8208,10.87,6,0.1792,2.31
135530,0,Occasional Buyers,3,13.67,0.0488,10.5,13,0.9512,8.9
167825,0,Occasional Buyers,10,10.0,0.19,19.89,14,0.81,8.46
6340,1,Loyal Regulars,46,8.07,0.6685,3.62,9,0.3315,10.44
175597,0,Occasional Buyers,6,8.17,0.2041,4.6,9,0.7959,5.47
29701,0,Occasional Buyers,3,13.33,0.1,30.0,12,0.9,7.4
83182,0,Occasional Buyers,9,5.89,0.3019,13.62,11,0.6981,3.75
166032,1,Loyal Regulars,14,11.29,0.4367,16.08,13,0.5633,7.28
165,0,Occasional Buyers,7,13.14,0.4565,21.0,10,0.5435,7.79
190814,0,Occasional Buyers,9,10.78,0.299,13.88,11,0.701,6.52
123306,1,Loyal Regulars,45,12.07,0.6777,7.36,13,0.3223,7.93
155433,0,Occasional Buyers,6,7.67,0.3696,23.4,8,0.6304,4.61
147168,1,Loyal Regulars,24,1.75,0.7857,8.48,7,0.2143,1.55
118479,0,Occasional Buyers,9,7.0,0.3175,21.75,9,0.6825,6.97
36444,0,Occasional Buyers,7,6.14,0.1395,24.17,15,0.8605,3.84
96836,0,Occasional Buyers,12,10.83,0.3231,18.73,12,0.6769,8.58
160434,1,Loyal Regulars,10,20.2,0.3366,21.11,16,0.6634,12.58
155103,0,Occasional Buyers,3,16.33,0.0816,11.0,11,0.9184,9.69
15603,1,Loyal Regulars,11,7.55,0.506,7.8,12,0.494,5.07
57711,1,Loyal Regulars,31,9.48,0.5204,11.57,15,0.4796,7.65
106712,0,Occasional Buyers,4,11.25,0.1778,20.0,8,0.8222,7.04
31034,0,Occasional Buyers,9,9.56,0.5116,15.75,11,0.4884,5.67
64283,1,Loyal Regulars,10,24.0,0.4958,9.44,17,0.5042,13.93
167896,1,Loyal Regulars,13,13.77,0.5251,19.75,12,0.4749,8.3
99878,1,Loyal Regulars,31,1.87,0.5862,10.43,10,0.4138,1.67
198752,1,Loyal Regulars,54,10.81,0.7106,6.64,16,0.2894,6.59
44615,0,Occasional Buyers,3,24.0,0.1667,19.5,14,0.8333,12.79
189032,0,Occasional Buyers,3,18.0,0.3333,20.0,8,0.6667,10.56
135181,0,Occasional Buyers,6,3.83,0.5652,23.8,7,0.4348,2.52
199215,1,Loyal Regulars,10,8.3,0.5663,15.33,13,0.4337,5.12
103948,0,Occasional Buyers,6,12.67,0.25,25.2,13,0.75,7.18
102780,1,Loyal Regulars,7,23.57,0.6061,28.83,13,0.3939,13.73
64150,0,Occasional Buyers,5,3.8,0.5263,16.5,5,0.4737,2.53
200134,0,Occasional Buyers,20,3.65,0.411,15.58,12,0.589,2.78
172267,0,Occasional Buyers,6,7.0,0.0952,23.2,13,0.9048,4.21
90060,0,Occasional Buyers,10,10.0,0.48,18.67,12,0.52,7.41
54961,0,Occasional Buyers,8,13.62,0.3486,17.57,12,0.6514,8.21
59441,0,Occasional Buyers,3,8.67,0.2308,8.0,8,0.7692,4.88
119915,0,Occasional Buyers,9,10.33,0.4194,15.75,10,0.5806,6.01
94037,0,Occasional Buyers,4,5.5,0.2273,25.67,9,0.7727,3.32
187930,1,Loyal Regulars,74,12.7,0.7872,4.71,16,0.2128,8.0
93434,0,Occasional Buyers,9,3.22,0.069,21.25,7,0.931,2.62
174284,1,Loyal Regulars,12,17.42,0.5981,13.91,13,0.4019,10.9
163172,0,Occasional Buyers,7,12.43,0.4598,26.0,10,0.5402,7.03
51188,1,Loyal Regulars,34,9.74,0.8187,10.73,9,0.1813,6.43
146707,1,Loyal Regulars,37,7.59,0.4982,8.53,15,0.5018,4.78
103335,0,Occasional Buyers,5,13.8,0.2464,14.0,10,0.7536,7.87
98878,1,Loyal Regulars,18,5.83,0.7619,7.12,9,0.2381,4.98
68344,0,Occasional Buyers,10,8.3,0.5542,16.78,9,0.4458,5.11
79615,0,Occasional Buyers,6,12.0,0.3333,7.0,12,0.6667,7.28
159779,1,Loyal Regulars,53,7.32,0.4639,5.63,18,0.5361,4.75
95704,1,Loyal Regulars,15,15.2,0.4211,5.36,16,0.5789,8.58
49637,1,Loyal Regulars,45,13.51,0.898,8.09,13,0.102,7.74
53892,1,Loyal Regulars,11,17.55,0.5181,5.3,18,0.4819,12.33
4373,0,Occasional Buyers,4,12.25,0.2653,25.33,11,0.7347,9.59
138317,0,Occasional Buyers,8,5.75,0.1087,19.43,7,0.8913,4.52
151491,0,Occasional Buyers,3,6.33,0.1579,21.0,7,0.8421,3.89
98528,0,Occasional Buyers,15,4.53,0.3824,12.79,14,0.6176,4.15
187641,1,Loyal Regulars,61,12.59,0.8216,5.93,12,0.1784,8.29
10437,0,Occasional Buyers,6,7.67,0.413,11.2,11,0.587,4.52
124654,0,Occasional Buyers,3,11.0,0.3333,21.0,8,0.6667,6.64
8220,1,Loyal Regulars,99,6.09,0.8325,2.06,16,0.1675,4.24
156231,1,Loyal Regulars,26,5.65,0.7687,11.96,9,0.2313,4.22
64694,1,Loyal Regulars,18,6.72,0.5785,7.18,11,0.4215,4.93
56238,0,Occasional Buyers,4,11.5,0.1522,24.0,10,0.8478,6.28
180535,0,Occasional Buyers,4,2.5,0.0,14.33,6,1.0,2.6
186836,1,Loyal Regulars,23,11.7,0.6803,9.23,14,0.3197,9.42
33262,1,Loyal Regulars,7,13.57,0.5474,12.5,11,0.4526,7.52
92852,0,Occasional Buyers,12,2.5,0.3667,9.45,7,0.6333,1.93
39519,0,Occasional Buyers,13,10.23,0.2932,12.42,15,0.7068,6.83
22033,1,Loyal Regulars,34,19.59,0.6757,9.24,15,0.3243,11.3
153692,0,Occasional Buyers,9,3.11,0.2857,11.75,10,0.7143,2.89
62676,1,Loyal Regulars,13,13.08,0.6588,14.42,10,0.3412,7.51
161834,1,Loyal Regulars,7,18.86,0.5758,14.83,14,0.4242,10.16
66627,0,Occasional Buyers,10,5.4,0.2222,18.33,11,0.7778,3.96
162917,0,Occasional Buyers,6,6.5,0.0513,10.0,12,0.9487,4.9
198668,0,Occasional Buyers,3,6.0,0.3889,15.0,6,0.6111,4.0
100882,1,Loyal Regulars,15,15.47,0.7802,5.43,13,0.2198,8.47
95484,0,Occasional Buyers,8,6.38,0.3725,8.0,6,0.6275,3.84
113691,0,Occasional Buyers,3,2.67,0.0,24.5,6,1.0,2.88
174340,1,Loyal Regulars,7,27.0,0.4868,10.83,13,0.5132,14.35
173383,1,Loyal Regulars,31,18.26,0.5565,3.27,17,0.4435,10.64
134520,1,Loyal Regulars,17,11.47,0.5795,14.75,11,0.4205,7.73
164788,0,Occasional Buyers,9,2.78,0.48,24.75,7,0.52,2.04
51224,0,Occasional Buyers,4,4.75,0.1053,30.0,8,0.8947,3.84
82407,1,Loyal Regulars,11,11.64,0.4141,7.0,14,0.5859,7.22
154804,0,Occasional Buyers,3,11.0,0.1515,11.5,9,0.8485,6.36
202375,0,Occasional Buyers,7,4.57,0.2188,17.33,9,0.7812,3.88
86938,0,Occasional Buyers,4,3.5,0.2143,25.33,3,0.7857,2.64
6822,1,Loyal Regulars,21,6.48,0.6103,12.45,15,0.3897,4.05
94103,0,Occasional Buyers,10,8.3,0.3614,23.0,12,0.6386,5.54
9044,0,Occasional Buyers,14,3.5,0.5714,10.54,7,0.4286,2.65
178358,0,Occasional Buyers,5,5.0,0.08,24.75,9,0.92,3.04
176357,1,Loyal Regulars,24,8.92,0.3551,3.61,13,0.6449,6.83
107321,0,Occasional Buyers,10,4.0,0.3,15.56,9,0.7,6.95
168396,0,Occasional Buyers,6,12.5,0.3067,25.6,13,0.6933,8.49
162798,0,Occasional Buyers,4,13.25,0.1509,14.67,11,0.8491,7.26
100483,1,Loyal Regulars,34,5.21,0.7571,10.73,11,0.2429,3.96
26492,0,Occasional Buyers,4,13.5,0.0185,24.0,15,0.9815,9.15
287,0,Occasional Buyers,14,1.29,0.6111,5.23,2,0.3889,1.28
182327,1,Loyal Regulars,35,10.31,0.723,10.0,13,0.277,6.36
95244,0,Occasional Buyers,5,5.4,0.3333,3.0,4,0.6667,4.33
24757,0,Occasional Buyers,5,1.8,0.6667,17.0,2,0.3333,1.44
175307,0,Occasional Buyers,4,18.75,0.1867,24.0,14,0.8133,10.97
65608,1,Loyal Regulars,9,19.44,0.4629,22.12,14,0.5371,11.79
19719,1,Loyal Regulars,25,18.24,0.6754,10.54,16,0.3246,11.37
69815,0,Occasional Buyers,6,5.5,0.1818,15.2,9,0.8182,4.3
119049,1,Loyal Regulars,13,23.23,0.5099,14.92,16,0.4901,14.17
120680,0,Occasional Buyers,8,11.5,0.3587,10.0,12,0.6413,8.28
206093,0,Occasional Buyers,17,6.59,0.625,18.19,6,0.375,4.2
186728,0,Occasional Buyers,9,11.0,0.4545,20.12,13,0.5455,6.14
96134,0,Occasional Buyers,6,7.83,0.0426,9.6,11,0.9574,4.98
80798,0,Occasional Buyers,12,6.83,0.3902,16.18,13,0.6098,5.46
35026,0,Occasional Buyers,3,11.0,0.303,23.5,12,0.697,6.21
11923,0,Occasional Buyers,6,4.17,0.6,18.6,6,0.4,2.76
174682,1,Loyal Regulars,18,14.22,0.6602,14.47,12,0.3398,8.28
150346,1,Loyal Regulars,8,10.62,0.6471,25.71,12,0.3529,6.26
4418,1,Loyal Regulars,31,5.9,0.5738,8.87,13,0.4262,4.38
40526,1,Loyal Regulars,10,13.5,0.563,15.11,10,0.437,7.81
11792,0,Occasional Buyers,11,6.18,0.3529,20.9,10,0.6471,3.81
128639,0,Occasional Buyers,4,2.75,0.6364,29.33,3,0.3636,2.0
163561,1,Loyal Regulars,14,8.36,0.4444,11.77,13,0.5556,6.94
19218,0,Occasional Buyers,4,11.0,0.5227,21.67,8,0.4773,6.09
175777,1,Loyal Regulars,38,6.08,0.658,7.05,13,0.342,5.65
143271,1,Loyal Regulars,34,8.56,0.7388,9.24,14,0.2612,5.96
104159,0,Occasional Buyers,8,12.5,0.32,16.86,13,0.68,8.25
2173,0,Occasional Buyers,7,4.71,0.2424,22.67,12,0.7576,3.21
39246,1,Loyal Regulars,18,1.22,0.7727,7.0,2,0.2273,1.23
163963,1,Loyal Regulars,22,18.32,0.7295,8.24,14,0.2705,9.99
77588,0,Occasional Buyers,10,1.3,0.7692,8.0,2,0.2308,1.23
160983,1,Loyal Regulars,11,13.0,0.4545,17.1,15,0.5455,8.48
38884,1,Loyal Regulars,11,15.73,0.4566,14.1,15,0.5434,8.69
91352,1,Loyal Regulars,12,4.42,0.7925,14.36,4,0.2075,3.3
9460,0,Occasional Buyers,3,12.67,0.1842,4.5,9,0.8158,9.0
122944,1,Loyal Regulars,17,9.65,0.7378,10.12,13,0.2622,5.62
77538,1,Loyal Regulars,11,8.82,0.5155,16.4,14,0.4845,5.23
165055,0,Occasional Buyers,3,4.33,0.2308,6.5,5,0.7692,3.46
39079,0,Occasional Buyers,8,6.75,0.6667,14.14,5,0.3333,4.31
55861,0,Occasional Buyers,17,6.88,0.4786,13.62,10,0.5214,5.07
123606,1,Loyal Regulars,14,14.79,0.4734,19.77,16,0.5266,9.4
131873,0,Occasional Buyers,7,8.0,0.2679,28.67,10,0.7321,5.82
114202,0,Occasional Buyers,5,1.4,0.7143,18.0,2,0.2857,1.29
128894,1,Loyal Regulars,44,6.84,0.7176,7.67,12,0.2824,4.64
71973,1,Loyal Regulars,18,5.67,0.5784,7.47,10,0.4216,3.6
22410,1,Loyal Regulars,25,30.68,0.824,7.04,16,0.176,18.51
30674,0,Occasional Buyers,3,8.67,0.2308,30.0,8,0.7692,6.77
204057,1,Loyal Regulars,17,11.82,0.5274,13.31,13,0.4726,7.31
115985,1,Loyal Regulars,30,7.47,0.7188,10.17,13,0.2812,4.96
154112,0,Occasional Buyers,11,5.18,0.5965,28.1,10,0.4035,3.68
37391,1,Loyal Regulars,26,4.69,0.541,11.72,12,0.459,3.79
69914,1,Loyal Regulars,20,7.3,0.5959,13.95,14,0.4041,5.15
122369,1,Loyal Regulars,15,14.93,0.3527,12.21,15,0.6473,8.82
15756,1,Loyal Regulars,8,13.5,0.5833,17.86,9,0.4167,8.28
199665,0,Occasional Buyers,6,13.17,0.1899,24.0,12,0.8101,7.87
104482,0,Occasional Buyers,3,11.67,0.1429,18.5,11,0.8571,7.6
92367,1,Loyal Regulars,31,5.84,0.5249,7.37,13,0.4751,4.13
149438,0,Occasional Buyers,3,7.0,0.0,20.5,13,1.0,4.9
168771,1,Loyal Regulars,80,4.84,0.7261,4.56,12,0.2739,3.74
205274,0,Occasional Buyers,3,12.33,0.1892,22.0,9,0.8108,7.24
203825,0,Occasional Buyers,7,7.29,0.4902,16.0,7,0.5098,4.27
36890,1,Loyal Regulars,9,10.33,0.5806,22.0,11,0.4194,6.87
197010,0,Occasional Buyers,24,5.08,0.3852,12.7,14,0.6148,3.49
185381,0,Occasional Buyers,6,16.83,0.4455,22.6,12,0.5545,9.44
17997,1,Loyal Regulars,99,4.39,0.9793,2.03,2,0.0207,2.93
115422,0,Occasional Buyers,3,12.33,0.3514,14.0,8,0.6486,7.14
194827,0,Occasional Buyers,3,7.67,0.1739,27.0,9,0.8261,4.35
33580,0,Occasional Buyers,4,7.0,0.3929,22.0,5,0.6071,4.25
44444,0,Occasional Buyers,19,6.47,0.2439,12.78,15,0.7561,4.34
1138,1,Loyal Regulars,59,3.34,0.7259,5.19,11,0.2741,2.56
163647,0,Occasional Buyers,10,3.9,0.3846,23.22,7,0.6154,3.03
11153,1,Loyal Regulars,9,18.0,0.5123,17.12,14,0.4877,11.38
36886,1,Loyal Regulars,14,20.14,0.4787,13.69,17,0.5213,12.06
189614,0,Occasional Buyers,8,1.75,0.5,25.29,4,0.5,1.71
25397,1,Loyal Regulars,22,16.0,0.6364,13.52,12,0.3636,9.35
50400,0,Occasional Buyers,8,11.38,0.6374,25.57,9,0.3626,6.4
116694,0,Occasional Buyers,8,7.88,0.4286,18.57,10,0.5714,5.89
1685,0,Occasional Buyers,16,11.94,0.356,15.13,11,0.644,7.35
109394,0,Occasional Buyers,10,1.5,0.7333,10.78,4,0.2667,1.4
20808,0,Occasional Buyers,18,2.61,0.3617,14.82,10,0.6383,1.96
172261,0,Occasional Buyers,6,5.0,0.6,28.0,5,0.4,3.03
163852,1,Loyal Regulars,19,6.89,0.6336,12.22,10,0.3664,4.35
106982,0,Occasional Buyers,14,3.79,0.3962,14.85,9,0.6038,3.72
186213,0,Occasional Buyers,11,9.27,0.2941,13.1,14,0.7059,6.28
75097,1,Loyal Regulars,7,15.57,0.4037,18.33,15,0.5963,9.92
163452,1,Loyal Regulars,10,26.1,0.4828,20.11,16,0.5172,14.95
97095,0,Occasional Buyers,18,6.39,0.3478,12.47,12,0.6522,4.95
158590,0,Occasional Buyers,9,2.22,0.4,11.75,5,0.6,2.0
25764,0,Occasional Buyers,3,1.67,0.4,14.0,3,0.6,1.6
20819,0,Occasional Buyers,7,8.43,0.2542,18.67,12,0.7458,4.88
85844,1,Loyal Regulars,35,15.0,0.7048,5.88,14,0.2952,9.67
121153,0,Occasional Buyers,12,5.83,0.5143,10.82,11,0.4857,3.51
193966,0,Occasional Buyers,7,11.14,0.2308,19.0,10,0.7692,7.64
62651,0,Occasional Buyers,3,3.33,0.0,20.5,8,1.0,2.8
140202,1,Loyal Regulars,11,13.27,0.3767,8.8,17,0.6233,7.5
196146,0,Occasional Buyers,4,5.5,0.0909,17.33,10,0.9091,3.86
69649,0,Occasional Buyers,9,11.11,0.23,16.5,12,0.77,7.99
98675,1,Loyal Regulars,40,5.75,0.6391,8.64,12,0.3609,4.3
140838,1,Loyal Regulars,37,3.08,0.9035,8.14,3,0.0965,2.19
88751,1,Loyal Regulars,37,7.41,0.5547,9.67,16,0.4453,5.35
113092,0,Occasional Buyers,3,3.0,0.1111,6.5,3,0.8889,2.33
154505,1,Loyal Regulars,35,5.29,0.6486,9.06,13,0.3514,3.41
51638,0,Occasional Buyers,3,8.67,0.3462,10.0,5,0.6538,5.46
96696,1,Loyal Regulars,23,6.91,0.717,9.55,5,0.283,4.32
142099,0,Occasional Buyers,5,6.0,0.2333,11.25,10,0.7667,3.8
181720,0,Occasional Buyers,6,13.0,0.2821,25.8,12,0.7179,7.86
83348,0,Occasional Buyers,14,2.14,0.5333,13.46,5,0.4667,1.8
195367,1,Loyal Regulars,11,14.27,0.5924,7.8,12,0.4076,8.62
101760,0,Occasional Buyers,4,5.5,0.2273,22.67,8,0.7727,3.5
130666,0,Occasional Buyers,10,4.3,0.6047,14.56,3,0.3953,3.44
145773,1,Loyal Regulars,56,6.61,0.7324,6.55,11,0.2676,4.89
182738,0,Occasional Buyers,5,8.4,0.3571,4.0,7,0.6429,5.67
9802,1,Loyal Regulars,8,10.38,0.5783,6.57,10,0.4217,6.24
182747,0,Occasional Buyers,3,5.0,0.0667,15.5,8,0.9333,3.2
20071,1,Loyal Regulars,12,8.75,0.6286,12.45,11,0.3714,5.67
127886,1,Loyal Regulars,18,26.61,0.7954,15.76,17,0.2046,14.67
89166,1,Loyal Regulars,25,3.0,0.6,14.54,9,0.4,2.44
114928,1,Loyal Regulars,16,7.12,0.693,7.93,9,0.307,4.6
17050,1,Loyal Regulars,24,18.5,0.5495,14.22,17,0.4505,13.75
91744,1,Loyal Regulars,15,12.73,0.5183,19.36,14,0.4817,7.4
168196,1,Loyal Regulars,17,8.71,0.4324,13.12,14,0.5676,7.45
103773,0,Occasional Buyers,6,5.33,0.3125,28.0,11,0.6875,3.69
188541,0,Occasional Buyers,5,5.4,0.3704,7.0,8,0.6296,3.3
78161,0,Occasional Buyers,10,7.3,0.411,21.89,12,0.589,5.74
68269,0,Occasional Buyers,4,19.75,0.3418,18.33,12,0.6582,12.27
15654,0,Occasional Buyers,3,5.67,0.1765,30.0,7,0.8235,4.18
128489,0,Occasional Buyers,14,3.07,0.7674,24.08,4,0.2326,2.26
126792,1,Loyal Regulars,51,5.65,0.6701,6.84,15,0.3299,4.44
184600,0,Occasional Buyers,7,14.86,0.3462,18.67,15,0.6538,8.59
27914,1,Loyal Regulars,19,10.37,0.6041,16.94,9,0.3959,6.36
9195,1,Loyal Regulars,25,9.48,0.3797,9.0,13,0.6203,6.82
13480,0,Occasional Buyers,7,8.0,0.3214,25.17,13,0.6786,8.11
17939,0,Occasional Buyers,5,19.4,0.4021,27.25,13,0.5979,10.47
161902,1,Loyal Regulars,4,19.5,0.5641,9.67,10,0.4359,11.09
124300,0,Occasional Buyers,13,6.69,0.2759,17.17,13,0.7241,5.17
52389,0,Occasional Buyers,7,5.43,0.2368,25.17,10,0.7632,3.76
169978,1,Loyal Regulars,12,19.42,0.6266,13.64,13,0.3734,16.74
118869,1,Loyal Regulars,22,9.68,0.6009,8.24,15,0.3991,5.76
115642,0,Occasional Buyers,4,13.5,0.4259,30.0,13,0.5741,7.67
30371,1,Loyal Regulars,59,10.51,0.7258,5.72,16,0.2742,6.86
114744,0,Occasional Buyers,3,6.33,0.1053,30.0,10,0.8947,3.79
1848,0,Occasional Buyers,6,10.0,0.4833,26.4,9,0.5167,5.58
186751,0,Occasional Buyers,14,8.93,0.584,19.38,10,0.416,5.18
190890,1,Loyal Regulars,39,4.05,0.481,9.32,12,0.519,3.06
118050,1,Loyal Regulars,57,9.88,0.9236,6.45,10,0.0764,6.98
45617,1,Loyal Regulars,15,9.73,0.4863,5.0,12,0.5137,6.92
19812,0,Occasional Buyers,4,13.0,0.1923,25.33,9,0.8077,8.15
123975,1,Loyal Regulars,10,6.9,0.8406,18.22,5,0.1594,4.3
47960,0,Occasional Buyers,17,6.82,0.5259,17.44,12,0.4741,4.5
63165,0,Occasional Buyers,6,9.83,0.0678,15.6,12,0.9322,8.19
91773,1,Loyal Regulars,20,8.45,0.5858,14.32,13,0.4142,5.71
138178,1,Loyal Regulars,17,9.18,0.4615,14.88,13,0.5385,5.53
38946,0,Occasional Buyers,6,9.0,0.3704,7.8,9,0.6296,5.67
148380,1,Loyal Regulars,11,9.36,0.4757,12.1,14,0.5243,7.19
24516,1,Loyal Regulars,15,14.33,0.5023,15.93,10,0.4977,8.7
111775,1,Loyal Regulars,7,16.57,0.5431,25.33,12,0.4569,9.61
190281,0,Occasional Buyers,5,4.0,0.25,15.5,5,0.75,5.1
152641,0,Occasional Buyers,3,8.0,0.1667,30.0,10,0.8333,4.79
1322,0,Occasional Buyers,4,4.25,0.1176,28.67,4,0.8824,3.94
12887,0,Occasional Buyers,16,8.75,0.4214,19.13,13,0.5786,5.6
65016,0,Occasional Buyers,6,4.33,0.3077,24.2,5,0.6923,4.15
