order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,is_first_order
2425967,101405,train,16,1,17,17.0,0
2397509,101406,train,31,1,13,6.0,0
90825,101407,train,5,5,11,30.0,0
674466,101409,train,7,0,13,18.0,0
1258283,101410,train,25,0,10,9.0,0
2865276,101411,train,7,3,14,30.0,0
1488727,101413,train,31,6,17,14.0,0
1136205,101414,train,7,5,19,30.0,0
2083787,101416,train,37,3,11,9.0,0
972424,101417,train,10,5,16,30.0,0
2287235,101418,train,37,5,16,10.0,0
3017980,101419,train,4,1,7,30.0,0
15462,101421,train,21,1,10,19.0,0
2441229,101423,train,9,2,10,6.0,0
189304,101425,train,21,6,12,1.0,0
1475678,101426,train,10,1,13,16.0,0
1947993,101429,train,11,5,17,30.0,0
1073702,101430,train,10,5,6,11.0,0
2265790,101431,train,5,6,12,15.0,0
1178608,101434,train,11,5,12,30.0,0
2725007,101435,train,13,2,9,30.0,0
1807415,101436,train,5,5,9,8.0,0
2932654,101437,train,50,0,20,18.0,0
3408678,101438,train,15,5,11,7.0,0
839175,101439,train,41,2,18,3.0,0
3057292,101440,train,4,0,9,14.0,0
1190528,101441,train,14,1,10,6.0,0
2049775,101444,train,13,0,15,7.0,0
2945601,101446,train,12,2,10,8.0,0
1232371,101447,train,13,3,14,30.0,0
208660,101452,train,5,6,15,30.0,0
2381291,101453,train,8,0,15,17.0,0
1655238,101454,train,8,3,8,9.0,0
2256280,101457,train,5,1,13,7.0,0
1803306,101458,train,11,1,19,30.0,0
133831,101460,train,5,2,16,30.0,0
507831,101462,train,27,0,12,15.0,0
434591,101465,train,11,0,21,21.0,0
969726,101467,train,12,6,9,30.0,0
526251,101468,train,10,2,14,19.0,0
3316694,101469,train,6,0,21,12.0,0
2154344,101472,train,5,2,10,1.0,0
294265,101475,train,9,6,11,20.0,0
164985,101476,train,11,5,7,30.0,0
2590981,101477,train,5,6,14,24.0,0
2500300,101478,train,38,4,12,6.0,0
3415417,101479,train,6,5,8,30.0,0
644295,101480,train,9,3,17,20.0,0
817435,101481,train,5,1,21,19.0,0
2244187,101482,train,9,4,15,28.0,0
2189350,101483,train,9,6,9,12.0,0
1305110,101486,train,5,5,17,30.0,0
1559247,101488,train,6,4,19,7.0,0
682561,101489,train,5,5,11,30.0,0
271148,101492,train,17,6,9,30.0,0
1997052,101495,train,15,3,11,14.0,0
2838009,101496,train,21,1,15,5.0,0
221395,101498,train,30,0,11,16.0,0
815531,101499,train,8,2,19,24.0,0
1073108,101500,train,7,1,14,12.0,0
2695064,101501,train,10,0,13,7.0,0
2587057,101502,train,7,0,9,3.0,0
2266576,101504,train,13,3,9,10.0,0
1364338,101505,train,39,6,18,1.0,0
2437552,101507,train,11,0,11,22.0,0
240863,101508,train,68,0,20,4.0,0
1133016,101510,train,15,1,16,16.0,0
2239361,101512,train,6,3,14,5.0,0
1297570,101513,train,10,0,8,30.0,0
1917430,101515,train,8,2,12,8.0,0
857093,101517,train,4,1,10,30.0,0
1606340,101519,train,6,3,10,30.0,0
9932,101520,train,5,5,8,30.0,0
2174115,101522,train,43,1,15,20.0,0
1853362,101524,train,6,5,10,10.0,0
1107197,101525,train,13,3,16,15.0,0
2640353,101526,train,29,5,7,7.0,0
1329464,101527,train,4,1,4,10.0,0
847814,101530,train,6,5,14,30.0,0
2629147,101531,train,15,6,19,30.0,0
2125532,101532,train,4,1,7,10.0,0
1947179,101533,train,13,0,19,21.0,0
3017639,101534,train,34,1,9,5.0,0
2351073,101535,train,12,2,8,30.0,0
263927,101536,train,4,0,14,8.0,0
3053013,101537,train,54,3,10,4.0,0
440700,101538,train,26,1,8,5.0,0
63015,101540,train,26,3,16,2.0,0
780418,101541,train,7,0,14,4.0,0
733801,101544,train,5,4,16,30.0,0
1275462,101545,train,47,0,12,6.0,0
2382729,101546,train,8,4,10,30.0,0
352770,101547,train,53,6,16,13.0,0
1542959,101548,train,10,2,12,30.0,0
2048508,101549,train,10,2,16,23.0,0
2933118,101550,train,7,0,20,30.0,0
1512922,101552,train,9,2,15,30.0,0
1746235,101553,train,8,4,12,30.0,0
308833,101554,train,9,0,22,20.0,0
99434,101555,train,7,2,22,15.0,0
2688795,101556,train,5,4,17,30.0,0
3393291,101557,train,29,1,10,14.0,0
841524,101558,train,4,5,16,24.0,0
1356717,101559,train,24,3,18,8.0,0
2266239,101560,train,5,0,18,30.0,0
299911,101561,train,9,1,11,13.0,0
3215421,101565,train,79,4,23,0.0,0
2796335,101566,train,8,3,23,30.0,0
1109051,101567,train,7,6,16,17.0,0
2563794,101569,train,7,2,9,21.0,0
735403,101570,train,20,4,11,4.0,0
3158619,101571,train,4,1,16,30.0,0
1827713,101572,train,46,4,14,2.0,0
1570125,101575,train,40,5,14,1.0,0
284015,101577,train,11,3,11,30.0,0
1320001,101579,train,46,3,21,8.0,0
3131198,101581,train,9,2,16,30.0,0
2618103,101583,train,8,5,11,30.0,0
1217191,101584,train,12,6,22,4.0,0
554048,101587,train,8,0,11,12.0,0
1616250,101588,train,42,3,10,10.0,0
924036,101589,train,14,1,10,14.0,0
2864811,101590,train,16,1,11,5.0,0
709414,101591,train,8,5,21,7.0,0
845637,101593,train,7,5,14,30.0,0
2674961,101594,train,8,6,19,5.0,0
2379671,101596,train,7,4,14,10.0,0
1231647,101597,train,76,2,16,4.0,0
652592,101598,train,7,4,7,30.0,0
1243049,101604,train,8,2,12,6.0,0
3004668,101605,train,9,1,11,30.0,0
2037463,101606,train,4,0,13,30.0,0
1796373,101608,train,4,2,13,30.0,0
3351493,101610,train,12,1,13,30.0,0
2078247,101611,train,10,4,6,30.0,0
2509295,101612,train,5,1,18,30.0,0
459196,101613,train,5,0,15,28.0,0
1892682,101614,train,4,1,14,25.0,0
1827519,101618,train,18,0,17,0.0,0
1584118,101619,train,15,2,8,30.0,0
851011,101622,train,7,3,9,30.0,0
2476252,101624,train,51,0,15,12.0,0
748581,101625,train,17,2,15,9.0,0
2166805,101627,train,7,0,10,16.0,0
16847,101628,train,12,6,17,8.0,0
447920,101630,train,17,2,18,22.0,0
3311227,101632,train,53,5,7,8.0,0
1260501,101634,train,8,3,10,30.0,0
497058,101635,train,4,4,10,30.0,0
289304,101636,train,21,3,18,18.0,0
743838,101637,train,8,6,20,7.0,0
3300995,101638,train,76,4,8,3.0,0
3034082,101639,train,11,4,15,13.0,0
2212699,101640,train,21,0,8,0.0,0
1131046,101641,train,48,5,23,2.0,0
2285287,101643,train,12,6,10,29.0,0
2683018,101647,train,8,1,14,30.0,0
2442158,101648,train,43,2,11,7.0,0
335047,101649,train,10,6,13,30.0,0
2148442,101650,train,32,5,14,21.0,0
767455,101651,train,46,3,15,5.0,0
364134,101652,train,13,0,7,8.0,0
2162006,101653,train,53,2,9,30.0,0
244441,101654,train,4,2,11,28.0,0
2222072,101656,train,10,3,21,19.0,0
2441151,101657,train,25,4,21,3.0,0
3091751,101658,train,15,0,12,7.0,0
944142,101660,train,52,3,13,2.0,0
3205712,101661,train,4,4,20,1.0,0
2600989,101662,train,6,0,12,13.0,0
25629,101663,train,12,5,8,30.0,0
2509020,101665,train,8,2,13,18.0,0
3151370,101666,train,11,3,10,30.0,0
973102,101667,train,41,2,9,3.0,0
2058159,101668,train,19,0,20,30.0,0
854132,101672,train,15,1,9,30.0,0
1027074,101673,train,10,1,15,25.0,0
2331944,101674,train,12,0,17,10.0,0
900475,101678,train,15,4,16,30.0,0
2810280,101680,train,6,5,14,3.0,0
2576072,101683,train,8,0,8,30.0,0
2191790,101685,train,11,2,2,30.0,0
673165,101686,train,12,5,9,28.0,0
2403772,101689,train,20,4,1,30.0,0
2958220,101691,train,11,1,10,7.0,0
2120305,101692,train,4,3,15,13.0,0
3261776,101693,train,14,5,16,7.0,0
2603867,101694,train,11,2,21,30.0,0
1824248,101695,train,16,2,9,30.0,0
2787211,101696,train,37,2,21,30.0,0
478198,101697,train,9,4,18,30.0,0
1719103,101698,train,5,2,8,30.0,0
2196965,101699,train,4,1,20,16.0,0
1702179,101700,train,15,6,9,15.0,0
1720361,101701,train,4,3,18,30.0,0
3273913,101702,train,6,5,14,7.0,0
3302202,101703,train,19,2,11,7.0,0
156899,101704,train,13,1,18,14.0,0
2279148,101706,train,66,2,16,8.0,0
1830298,101707,train,4,6,11,30.0,0
871527,101708,train,7,5,11,7.0,0
866335,101710,train,4,2,8,30.0,0
840777,101712,train,5,1,11,24.0,0
899265,101713,train,11,3,10,5.0,0
1769903,101714,train,33,2,13,9.0,0
700167,101715,train,4,2,13,30.0,0
1054866,101717,train,22,6,10,7.0,0
2400051,101721,train,16,5,21,30.0,0
3332204,101722,train,21,6,13,30.0,0
1565914,101723,train,15,5,7,24.0,0
828140,101725,train,8,4,15,30.0,0
564099,101726,train,10,4,10,15.0,0
1961397,101727,train,35,0,14,6.0,0
489025,101729,train,12,1,17,30.0,0
383439,101730,train,7,0,13,22.0,0
1671314,101731,train,4,2,16,8.0,0
3135852,101734,train,5,2,14,8.0,0
1747605,101735,train,52,6,20,7.0,0
1557054,101736,train,7,4,8,8.0,0
2991322,101739,train,37,4,18,15.0,0
1087410,101740,train,25,4,20,4.0,0
1076057,101741,train,11,6,14,1.0,0
1408283,101742,train,6,1,12,30.0,0
2690879,101743,train,11,1,9,4.0,0
2482799,101745,train,35,6,10,21.0,0
1249321,101746,train,92,1,9,6.0,0
3127055,101747,train,6,0,21,30.0,0
1462877,101748,train,5,3,12,7.0,0
61418,101749,train,4,4,9,30.0,0
734939,101751,train,4,2,7,7.0,0
1896008,101752,train,6,6,17,11.0,0
245478,101753,train,13,0,19,18.0,0
3373583,101754,train,6,1,18,16.0,0
292215,101755,train,6,4,17,11.0,0
3273699,101756,train,25,1,15,7.0,0
3130190,101760,train,5,0,20,17.0,0
1866908,101763,train,5,6,15,10.0,0
1522352,101764,train,42,0,13,13.0,0
3174633,101765,train,4,1,14,30.0,0
2599056,101766,train,5,6,21,15.0,0
401166,101768,train,6,6,10,30.0,0
1022641,101769,train,14,2,4,20.0,0
1292255,101770,train,7,4,13,26.0,0
2529208,101771,train,9,3,23,23.0,0
1428118,101772,train,18,4,19,30.0,0
3240574,101774,train,6,0,10,7.0,0
1686946,101777,train,4,4,14,27.0,0
1502394,101778,train,6,5,9,10.0,0
3084629,101779,train,100,1,14,1.0,0
483640,101780,train,41,0,14,17.0,0
924485,101781,train,19,0,14,30.0,0
3067016,101783,train,7,4,16,1.0,0
328892,101784,train,24,6,16,30.0,0
1121606,101785,train,7,0,14,14.0,0
70616,101786,train,5,3,14,30.0,0
575295,101789,train,22,5,12,30.0,0
3287626,101790,train,13,0,14,4.0,0
1108920,101791,train,18,3,12,9.0,0
1254261,101792,train,15,0,11,3.0,0
2688988,101793,train,4,1,14,14.0,0
3307656,101795,train,5,0,12,30.0,0
2431831,101796,train,10,0,12,30.0,0
311887,101798,train,19,3,11,10.0,0
2195113,101799,train,10,0,9,28.0,0
1377542,101802,train,7,2,16,30.0,0
1846650,101803,train,15,6,14,18.0,0
1902165,101804,train,9,6,12,30.0,0
1011468,101806,train,22,1,8,30.0,0
3257754,101807,train,7,1,18,30.0,0
3359575,101808,train,28,5,19,30.0,0
3239881,101809,train,5,0,12,30.0,0
2586253,101810,train,5,6,12,30.0,0
1837172,101811,train,11,2,17,30.0,0
3218068,101813,train,5,5,16,30.0,0
3018755,101814,train,5,2,10,17.0,0
1004372,101815,train,7,1,19,3.0,0
1011585,101816,train,18,0,12,30.0,0
1835909,101818,train,23,2,10,18.0,0
898422,101820,train,13,1,13,2.0,0
720797,101821,train,5,5,11,30.0,0
720145,101822,train,31,4,10,1.0,0
1699057,101823,train,15,1,16,0.0,0
2772574,101824,train,13,0,13,19.0,0
3131017,101825,train,34,6,10,13.0,0
3021675,101826,train,12,1,18,30.0,0
1866518,101828,train,12,4,12,3.0,0
401748,101832,train,8,6,15,13.0,0
571493,101834,train,5,1,13,14.0,0
1268007,101837,train,11,6,22,6.0,0
243941,101838,train,4,2,14,9.0,0
1803156,101840,train,10,2,13,30.0,0
120603,101842,train,16,6,14,6.0,0
2033689,101843,train,17,6,9,13.0,0
2577537,101844,train,4,6,16,30.0,0
1990184,101845,train,12,4,10,6.0,0
1137920,101846,train,10,6,15,20.0,0
3297457,101847,train,4,0,8,6.0,0
1049401,101850,train,85,5,7,1.0,0
539164,101851,train,4,5,6,30.0,0
1019753,101852,train,18,6,16,6.0,0
1254716,101853,train,5,0,13,30.0,0
1843068,101856,train,15,6,8,10.0,0
1288796,101857,train,18,2,8,30.0,0
738993,101858,train,4,5,9,30.0,0
2557414,101860,train,23,0,12,14.0,0
1858670,101861,train,4,0,15,30.0,0
2193038,101863,train,6,0,14,30.0,0
1278988,101864,train,6,5,21,13.0,0
1056710,101865,train,10,2,16,5.0,0
1180722,101866,train,7,1,14,30.0,0
3043548,101867,train,10,5,18,2.0,0
2151216,101868,train,4,6,22,13.0,0
3380280,101869,train,7,6,15,30.0,0
1577094,101870,train,34,1,12,9.0,0
2204439,101871,train,18,0,11,8.0,0
375365,101873,train,7,6,6,7.0,0
1164852,101875,train,5,0,19,27.0,0
3167467,101876,train,6,0,10,30.0,0
905688,101877,train,19,0,11,16.0,0
527060,101879,train,33,4,18,1.0,0
410337,101880,train,42,2,17,7.0,0
3133164,101881,train,6,0,17,30.0,0
2408544,101882,train,13,4,12,18.0,0
2041446,101883,train,5,4,17,9.0,0
2368127,101886,train,10,0,13,28.0,0
2047735,101887,train,9,4,10,17.0,0
386449,101889,train,11,0,16,30.0,0
1019810,101890,train,16,0,12,7.0,0
2301895,101893,train,43,2,17,9.0,0
1960020,101896,train,10,1,17,30.0,0
1959039,101897,train,13,2,17,25.0,0
2324222,101898,train,5,6,17,30.0,0
1755760,101899,train,8,2,14,30.0,0
858413,101900,train,4,1,12,6.0,0
762801,101901,train,11,0,18,13.0,0
1546722,101902,train,9,1,22,22.0,0
3310520,101903,train,16,0,18,14.0,0
145944,101904,train,25,2,8,8.0,0
1618114,101905,train,14,6,17,2.0,0
2027056,101906,train,5,0,18,30.0,0
2121053,101907,train,4,2,17,8.0,0
1737531,101908,train,38,1,10,10.0,0
2347309,101909,train,7,4,12,30.0,0
2020342,101910,train,16,6,20,14.0,0
2419270,101914,train,14,2,10,30.0,0
3001204,101915,train,6,4,11,30.0,0
1993199,101916,train,19,5,11,5.0,0
445861,101917,train,24,3,14,2.0,0
2755945,101918,train,5,4,12,30.0,0
860201,101919,train,32,6,4,12.0,0
586275,101920,train,42,5,11,8.0,0
79686,101921,train,4,6,14,30.0,0
1404889,101922,train,9,3,18,6.0,0
1671882,101925,train,44,2,19,7.0,0
2120939,101927,train,16,0,6,30.0,0
2340959,101928,train,5,3,12,30.0,0
772823,101929,train,7,5,10,30.0,0
1216281,101932,train,8,0,11,30.0,0
3069661,101936,train,4,4,18,4.0,0
3184306,101937,train,62,5,12,8.0,0
94114,101938,train,6,3,17,30.0,0
161886,101939,train,4,4,14,2.0,0
536954,101940,train,8,6,14,13.0,0
2740403,101943,train,10,6,13,30.0,0
2888489,101946,train,18,0,12,29.0,0
2033122,101948,train,19,4,10,27.0,0
353688,101952,train,15,6,9,30.0,0
2033218,101953,train,5,4,17,30.0,0
1511080,101955,train,25,0,10,15.0,0
1980624,101956,train,21,1,22,20.0,0
2056140,101957,train,5,6,8,30.0,0
3410496,101958,train,10,0,11,14.0,0
2698296,101959,train,48,0,17,4.0,0
2628806,101960,train,8,6,10,30.0,0
2522274,101961,train,4,3,14,28.0,0
2088838,101962,train,14,0,10,30.0,0
1981890,101963,train,5,4,3,17.0,0
2054158,101965,train,15,3,18,8.0,0
774479,101966,train,17,2,17,6.0,0
413829,101967,train,6,3,15,21.0,0
2094376,101968,train,8,6,18,30.0,0
877306,101969,train,11,2,21,7.0,0
980033,101970,train,11,0,11,30.0,0
2203426,101971,train,12,6,10,16.0,0
124133,101972,train,4,0,16,30.0,0
2538525,101973,train,15,0,13,16.0,0
1660857,101974,train,4,6,11,26.0,0
1476036,101975,train,26,0,15,12.0,0
137849,101976,train,45,6,12,6.0,0
1729298,101977,train,14,0,11,7.0,0
3216940,101979,train,21,5,13,22.0,0
2146403,101980,train,9,0,11,30.0,0
2363498,101981,train,6,1,7,30.0,0
2288051,101982,train,5,2,19,2.0,0
1828860,101983,train,20,6,20,13.0,0
998608,101984,train,5,0,12,21.0,0
54182,101986,train,7,4,8,30.0,0
1784597,101987,train,8,1,16,30.0,0
3341113,101988,train,41,3,17,30.0,0
1974880,101990,train,22,2,14,30.0,0
2801987,101991,train,4,0,14,30.0,0
1852802,101993,train,10,3,20,30.0,0
569658,101994,train,5,2,16,5.0,0
529588,101995,train,8,1,13,30.0,0
1301907,101996,train,19,0,14,5.0,0
742970,101997,train,51,3,9,5.0,0
316671,101999,train,5,5,13,30.0,0
1418109,102004,train,5,0,8,30.0,0
252099,102006,train,4,5,14,28.0,0
1713211,102007,train,7,2,9,30.0,0
3042318,102008,train,13,6,9,6.0,0
728815,102011,train,4,0,18,28.0,0
2907425,102012,train,4,6,11,19.0,0
2694605,102013,train,4,6,14,30.0,0
1988113,102014,train,6,2,22,30.0,0
3187087,102019,train,22,1,14,6.0,0
1464390,102020,train,44,4,22,11.0,0
625314,102021,train,5,6,14,21.0,0
1660558,102022,train,45,1,10,7.0,0
1488030,102023,train,8,6,17,2.0,0
6880,102024,train,11,1,14,23.0,0
926153,102025,train,27,6,14,14.0,0
392306,102026,train,8,0,12,8.0,0
2680468,102027,train,8,3,14,1.0,0
192063,102028,train,13,0,14,6.0,0
741892,102029,train,4,0,11,8.0,0
3047140,102030,train,18,4,13,9.0,0
2876320,102031,train,17,5,14,24.0,0
1348067,102032,train,8,5,6,7.0,0
903933,102033,train,23,1,18,30.0,0
2841540,102034,train,14,5,21,0.0,0
719071,102035,train,4,2,20,30.0,0
3197327,102036,train,22,4,16,3.0,0
2877490,102039,train,6,1,12,14.0,0
3108677,102040,train,12,3,12,22.0,0
1071696,102041,train,8,0,14,30.0,0
3228837,102043,train,4,5,13,30.0,0
937458,102045,train,5,6,12,22.0,0
3350815,102046,train,13,1,14,30.0,0
1525819,102049,train,4,3,15,30.0,0
1666181,102051,train,23,5,15,10.0,0
2775632,102052,train,10,0,8,23.0,0
2092072,102054,train,7,0,16,28.0,0
1727054,102059,train,20,5,10,30.0,0
2921404,102061,train,19,0,19,7.0,0
1162071,102062,train,15,1,17,30.0,0
243412,102063,train,44,4,9,30.0,0
3169496,102064,train,5,5,8,30.0,0
2895688,102065,train,7,1,11,4.0,0
228313,102066,train,13,1,10,14.0,0
2156434,102069,train,11,2,12,5.0,0
434506,102070,train,29,4,11,7.0,0
2646095,102075,train,5,2,10,11.0,0
3091259,102076,train,11,3,19,7.0,0
2010111,102077,train,5,1,9,22.0,0
505298,102078,train,5,6,6,13.0,0
109103,102079,train,8,6,21,30.0,0
415680,102080,train,9,0,7,4.0,0
1463592,102081,train,12,3,17,9.0,0
721124,102083,train,53,5,8,29.0,0
158281,102084,train,12,0,14,5.0,0
3350645,102085,train,14,2,10,30.0,0
2892501,102086,train,28,1,14,7.0,0
573955,102089,train,22,0,12,6.0,0
2666718,102090,train,73,1,10,24.0,0
3326463,102091,train,4,3,14,30.0,0
2265643,102092,train,4,6,15,30.0,0
1762531,102094,train,23,4,8,3.0,0
2315758,102095,train,9,3,12,30.0,0
2936821,102097,train,4,5,17,10.0,0
1572139,102098,train,5,5,10,14.0,0
2264731,102099,train,15,0,9,7.0,0
2783580,102101,train,6,0,15,30.0,0
44275,102102,train,5,3,13,28.0,0
1800329,102103,train,10,2,10,30.0,0
1413547,102104,train,7,0,13,14.0,0
801535,102105,train,10,0,15,30.0,0
1388181,102106,train,48,5,13,4.0,0
1095175,102107,train,9,2,9,29.0,0
985213,102111,train,9,1,14,30.0,0
1057303,102112,train,16,3,15,30.0,0
332084,102113,train,6,1,17,11.0,0
2577364,102114,train,22,1,14,22.0,0
633914,102115,train,51,0,16,12.0,0
1814023,102116,train,6,0,14,7.0,0
3039517,102118,train,10,5,7,11.0,0
3082390,102119,train,23,0,11,30.0,0
671662,102121,train,4,2,21,30.0,0
2598391,102122,train,5,0,18,30.0,0
2427818,102123,train,7,5,15,30.0,0
315880,102125,train,6,6,10,11.0,0
607607,102127,train,9,1,14,10.0,0
1866901,102128,train,55,5,23,16.0,0
2214492,102129,train,5,4,11,30.0,0
1922866,102131,train,34,3,0,7.0,0
1050653,102132,train,7,0,10,8.0,0
3036335,102133,train,55,6,11,4.0,0
911900,102134,train,23,6,18,7.0,0
1140135,102135,train,9,2,15,11.0,0
1154184,102138,train,7,1,11,14.0,0
3262715,102140,train,5,4,11,6.0,0
2005654,102141,train,5,0,18,19.0,0
661909,102142,train,12,0,10,6.0,0
3067075,102143,train,6,5,14,30.0,0
491637,102144,train,6,4,14,30.0,0
2491435,102146,train,11,0,8,11.0,0
472674,102147,train,5,0,14,30.0,0
2674707,102148,train,26,0,9,7.0,0
2351623,102151,train,18,0,9,30.0,0
3228246,102152,train,50,0,13,4.0,0
1103049,102153,train,11,3,8,30.0,0
1116036,102155,train,12,4,10,4.0,0
2323630,102156,train,13,4,11,22.0,0
18207,102157,train,5,4,16,30.0,0
1417888,102158,train,16,0,13,30.0,0
835128,102159,train,21,5,12,15.0,0
510191,102160,train,18,1,15,15.0,0
206759,102162,train,23,0,1,5.0,0
132273,102163,train,8,0,17,1.0,0
310162,102164,train,4,0,12,30.0,0
3048333,102165,train,6,6,18,30.0,0
3289779,102167,train,9,3,8,30.0,0
936751,102168,train,8,4,19,30.0,0
3397431,102169,train,12,4,10,17.0,0
2343894,102170,train,10,4,16,11.0,0
773244,102173,train,14,0,11,17.0,0
3254145,102174,train,31,0,16,14.0,0
2837233,102175,train,23,0,15,14.0,0
2900890,102176,train,5,5,11,9.0,0
788152,102177,train,4,0,19,30.0,0
2868292,102178,train,23,3,16,8.0,0
1788787,102179,train,4,1,14,8.0,0
1950865,102182,train,4,4,12,19.0,0
2167065,102184,train,7,2,15,15.0,0
2794736,102186,train,19,1,15,28.0,0
2029,102187,train,5,6,13,30.0,0
511148,102188,train,11,0,18,8.0,0
2509171,102190,train,29,5,16,5.0,0
2644164,102191,train,4,3,8,20.0,0
2438807,102192,train,5,3,16,15.0,0
1628336,102195,train,25,3,14,10.0,0
2376472,102196,train,15,4,19,17.0,0
3380364,102197,train,11,0,8,9.0,0
3191696,102198,train,33,1,22,4.0,0
654326,102200,train,20,3,11,30.0,0
2760316,102203,train,10,4,9,8.0,0
3201193,102205,train,4,5,9,7.0,0
1539666,102208,train,40,3,16,5.0,0
1288294,102209,train,19,1,12,30.0,0
1191819,102210,train,26,3,6,18.0,0
3359852,102211,train,37,6,8,30.0,0
2285792,102212,train,7,0,10,14.0,0
130924,102213,train,9,5,1,7.0,0
497005,102215,train,13,0,10,25.0,0
2729558,102216,train,9,6,15,30.0,0
1884204,102217,train,4,6,14,30.0,0
399004,102218,train,4,5,11,26.0,0
566407,102219,train,10,4,20,21.0,0
2342320,102221,train,5,0,0,30.0,0
2740860,102222,train,19,4,5,16.0,0
95432,102223,train,6,0,11,30.0,0
325657,102225,train,4,5,8,30.0,0
1838580,102226,train,7,1,13,5.0,0
3107172,102227,train,13,4,19,30.0,0
3371453,102228,train,18,4,3,28.0,0
1469074,102229,train,7,1,15,4.0,0
2376906,102230,train,6,5,9,8.0,0
1800136,102231,train,6,1,12,10.0,0
2551896,102233,train,27,3,8,3.0,0
327782,102234,train,16,0,18,14.0,0
2087907,102235,train,5,1,13,30.0,0
1551955,102237,train,31,3,13,4.0,0
757513,102238,train,19,0,17,30.0,0
546188,102239,train,8,4,18,30.0,0
3073742,102241,train,13,0,11,30.0,0
882347,102242,train,11,0,18,21.0,0
1630634,102243,train,18,5,12,30.0,0
1463251,102246,train,8,1,0,22.0,0
1621513,102247,train,7,3,12,30.0,0
602858,102250,train,5,5,12,12.0,0
169271,102251,train,29,4,10,0.0,0
591148,102252,train,8,2,15,5.0,0
2773952,102255,train,37,2,23,7.0,0
2462936,102257,train,7,1,15,0.0,0
391963,102258,train,7,2,13,30.0,0
2584099,102259,train,51,4,20,6.0,0
325662,102261,train,5,0,15,0.0,0
1384994,102262,train,46,5,18,3.0,0
3231303,102268,train,35,0,23,6.0,0
2160285,102269,train,6,6,19,6.0,0
879819,102271,train,19,5,8,6.0,0
1209281,102272,train,38,4,15,13.0,0
805008,102273,train,6,3,19,30.0,0
527886,102275,train,30,3,16,9.0,0
2058331,102277,train,8,1,17,7.0,0
510289,102280,train,11,6,19,21.0,0
1340559,102281,train,9,0,14,24.0,0
697947,102282,train,50,5,21,13.0,0
408568,102283,train,9,0,14,14.0,0
1146017,102284,train,10,1,14,30.0,0
1899758,102285,train,14,1,14,5.0,0
3237035,102286,train,30,2,12,1.0,0
738129,102287,train,5,3,19,7.0,0
1549425,102288,train,76,0,12,0.0,0
2120646,102289,train,15,3,12,24.0,0
2983468,102291,train,22,2,10,7.0,0
2182772,102292,train,7,1,16,30.0,0
1239237,102293,train,22,4,12,13.0,0
1577647,102294,train,14,1,10,10.0,0
2963231,102295,train,18,4,20,2.0,0
1123453,102297,train,6,1,16,23.0,0
1964799,102298,train,40,0,15,7.0,0
842517,102302,train,4,3,12,8.0,0
231281,102303,train,10,4,22,30.0,0
228672,102304,train,8,2,10,10.0,0
1591733,102305,train,12,1,10,13.0,0
1165773,102306,train,8,5,14,29.0,0
2953872,102307,train,5,4,22,30.0,0
1647525,102309,train,5,3,15,28.0,0
1928494,102313,train,41,5,7,4.0,0
2657252,102315,train,47,0,18,5.0,0
1023988,102316,train,12,5,11,3.0,0
303307,102318,train,64,5,15,8.0,0
3136001,102319,train,4,5,17,0.0,0
3265103,102321,train,12,0,13,10.0,0
3373258,102322,train,15,1,15,30.0,0
2122903,102324,train,8,5,12,30.0,0
2149114,102326,train,6,0,12,3.0,0
1305361,102327,train,8,2,8,30.0,0
931985,102331,train,6,4,12,2.0,0
1275786,102332,train,27,2,17,13.0,0
2029632,102333,train,20,1,14,24.0,0
3179234,102334,train,36,1,14,12.0,0
376807,102336,train,9,6,11,30.0,0
1181974,102339,train,100,1,15,2.0,0
2151784,102341,train,13,6,22,30.0,0
3353794,102342,train,9,4,16,30.0,0
2727372,102343,train,9,5,8,30.0,0
2755265,102344,train,5,1,14,8.0,0
1558195,102346,train,7,0,12,30.0,0
416326,102349,train,7,4,14,30.0,0
219369,102351,train,23,4,16,3.0,0
1816042,102352,train,45,4,19,0.0,0
2201679,102353,train,14,2,16,6.0,0
3266888,102354,train,10,2,9,19.0,0
1240895,102355,train,6,3,11,30.0,0
2147112,102358,train,24,6,13,27.0,0
1262276,102360,train,4,1,19,30.0,0
23606,102361,train,14,3,14,30.0,0
1348530,102364,train,33,0,22,6.0,0
2424099,102366,train,16,0,8,30.0,0
1070017,102367,train,6,0,19,30.0,0
3087910,102369,train,12,5,17,6.0,0
1332866,102370,train,10,1,15,6.0,0
3333125,102371,train,21,6,9,30.0,0
2374190,102373,train,8,0,14,5.0,0
1363909,102376,train,54,0,14,5.0,0
2082732,102380,train,17,2,17,10.0,0
586564,102381,train,4,5,13,19.0,0
774689,102382,train,4,4,9,1.0,0
239382,102383,train,12,3,10,9.0,0
157061,102384,train,30,3,17,30.0,0
2725768,102386,train,6,2,13,20.0,0
374863,102387,train,6,3,14,30.0,0
1076586,102389,train,21,5,12,11.0,0
31104,102392,train,4,6,12,1.0,0
3357400,102393,train,11,5,20,30.0,0
2501838,102396,train,34,3,8,2.0,0
2415449,102397,train,11,5,17,30.0,0
140772,102398,train,38,0,14,9.0,0
318826,102400,train,28,0,13,0.0,0
561491,102402,train,4,2,10,30.0,0
2090260,102403,train,63,5,21,0.0,0
1490826,102404,train,6,6,9,25.0,0
